Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,1410.8444444444444,1410.8444444444444,0,0,.,x,x,.
E5,1410.8444444444444,2480.355555555556,1069.5111111111114,0.5,4/4,S,1,1,0
E4,2480.355555555556,3072.0,591.6444444444442,0.25,4/4,b,1,1,0
F♯4,3072.0,3367.822222222222,295.8222222222221,0.25,4/4,b,1,1,0
G4,3367.822222222222,3845.688888888889,477.8666666666668,0.25,4/4,B,1,1,0
E5,3845.688888888889,4164.266666666666,318.57777777777756,0.25,4/4,S,1,1,0
A4,4164.266666666666,4937.955555555556,773.6888888888898,0.25,4/4,B,1,1,0
E5,4937.955555555556,4960.711111111112,22.755555555555475,0.25,4/4,S,1,1,0
B4,4960.711111111112,5643.377777777778,682.6666666666661,0.25,4/4,B,1,1,0
E5,5643.377777777778,6144.0,500.62222222222226,0.25,4/4,S,1,1,0
D♯5,6144.0,7213.511111111111,1069.511111111111,0.5,4/4,S,1,1,0
0,7213.511111111111,7896.177777777778,682.666666666667,0.5,4/4,.,1,1,0
D♯5,7896.177777777778,8351.288888888888,455.1111111111104,0.25,4/4,x,1,1,0
E5,8351.288888888888,8920.177777777777,568.8888888888887,0.25,4/4,x,1,1,0
F♯5,8920.177777777777,9398.044444444444,477.8666666666668,0.25,4/4,x,1,2,0
B4,9398.044444444444,9762.133333333333,364.0888888888894,0.25,4/4,B,1,2,0
A4,9762.133333333333,10308.266666666666,546.1333333333332,0.25,4/4,B,1,2,0
C6,10308.266666666666,10649.6,341.33333333333394,0.25,4/4,S,1,2,0
G4,10649.6,11036.444444444445,386.8444444444449,0.25,4/4,b,1,2,0
B5,11036.444444444445,11446.044444444444,409.59999999999854,0.25,4/4,S,1,2,0
F♯4,11446.044444444444,11855.644444444444,409.60000000000036,0.25,4/4,b,1,2,0
A5,11855.644444444444,12333.511111111111,477.8666666666668,0.25,4/4,S,1,2,0
E4,12333.511111111111,13084.444444444445,750.9333333333343,0.25,4/4,b,1,2,0
G5,13084.444444444445,13243.733333333334,159.28888888888832,0.125,4/4,S,1,2,0
F♯5,13243.733333333334,13516.8,273.0666666666657,0.125,4/4,S,1,2,0
E5,13516.8,14609.066666666668,1092.2666666666682,0.5,4/4,S,1,2,0
0,14609.066666666668,15086.933333333332,477.86666666666497,0.25,4/4,.,1,2,0
F♯5,15086.933333333332,15769.6,682.6666666666679,0.25,4/4,x,1,2,0
G5,15769.6,16019.91111111111,250.31111111111022,0.25,4/4,x,1,2,0
B4,16019.91111111111,16634.31111111111,614.3999999999996,0.25,4/4,x,1,2,0
C5,16634.31111111111,17112.17777777778,477.8666666666686,0.25,4/4,x,1,3,0
A5,17112.17777777778,17476.266666666666,364.0888888888876,0.25,4/4,x,1,3,0
F♯5,17476.266666666666,17794.844444444443,318.57777777777665,0.25,4/4,x,1,3,0
G5,17794.844444444443,18181.68888888889,386.8444444444467,0.25,4/4,x,1,3,0
B4,18181.68888888889,18796.088888888888,614.3999999999978,0.25,4/4,x,1,3,0
D6,18796.088888888888,19205.68888888889,409.6000000000022,0.25,4/4,x,1,3,0
F♯5,19205.68888888889,19547.022222222222,341.3333333333321,0.25,4/4,x,1,3,0
G5,19547.022222222222,20093.155555555553,546.1333333333314,0.25,4/4,x,1,3,0
C5,20093.155555555553,20548.266666666666,455.11111111111313,0.25,4/4,x,1,3,0
A5,20548.266666666666,20935.111111111113,386.8444444444467,0.25,4/4,x,1,3,0
F♯5,20935.111111111113,21481.244444444445,546.1333333333314,0.25,4/4,x,1,3,0
G5,21481.244444444445,21731.555555555555,250.31111111111022,0.25,4/4,x,1,3,0
B4,21731.555555555555,22232.17777777778,500.6222222222241,0.25,4/4,x,1,3,0
D6,22232.17777777778,22710.044444444444,477.86666666666497,0.25,4/4,x,1,3,0
F♯5,22710.044444444444,23392.71111111111,682.6666666666679,0.25,4/4,x,1,3,0
G5,23392.71111111111,23665.777777777777,273.0666666666657,0.25,4/4,x,1,3,0
A4,23665.777777777777,24211.91111111111,546.1333333333314,0.25,4/4,b,1,4,0
C6,24211.91111111111,24576.0,364.08888888889123,0.25,4/4,x,1,4,0
F♯4,24576.0,24962.844444444447,386.8444444444467,0.25,4/4,b,1,4,0
C6,24962.844444444447,25281.422222222223,318.57777777777665,0.25,4/4,x,1,4,0
G4,25281.422222222223,25782.044444444444,500.62222222222044,0.25,4/4,b,1,4,0
B5,25782.044444444444,26191.644444444446,409.6000000000022,0.25,4/4,x,1,4,0
C♯5,26191.644444444446,26532.977777777778,341.3333333333321,0.25,4/4,x,1,4,0
B5,26532.977777777778,27101.866666666665,568.8888888888869,0.25,4/4,x,1,4,0
D5,27101.866666666665,27716.266666666666,614.4000000000015,0.25,4/4,x,1,4,0
B5,27716.266666666666,28171.37777777778,455.11111111111313,0.25,4/4,x,1,4,0
A5,28171.37777777778,29149.86666666667,978.488888888889,0.5,4/4,x,1,4,0
0,29149.86666666667,29764.266666666666,614.3999999999978,0.25,4/4,.,1,4,0
C5,29764.266666666666,30219.377777777776,455.1111111111095,0.25,4/4,x,1,4,0
B4,30219.377777777776,30583.466666666667,364.08888888889123,0.25,4/4,x,1,4,0
A4,30583.466666666667,30993.066666666666,409.59999999999854,0.25,4/4,x,1,4,0
B4,30993.066666666666,31675.733333333334,682.6666666666679,0.25,4/4,x,1,5,0
A5,31675.733333333334,32017.066666666666,341.3333333333321,0.25,4/4,x,1,5,0
G5,32017.066666666666,32358.4,341.33333333333576,0.25,4/4,x,1,5,0
B4,32358.4,32927.28888888889,568.8888888888905,0.25,4/4,x,1,5,0
D4,32927.28888888889,33564.444444444445,637.1555555555533,0.25,4/4,b,1,5,0
G5,33564.444444444445,34042.311111111114,477.8666666666686,0.25,4/4,x,1,5,0
F♯5,34042.311111111114,34429.15555555555,386.84444444443943,0.25,4/4,x,1,5,0
A4,34429.15555555555,34998.044444444444,568.8888888888905,0.25,4/4,x,1,5,0
G♯4,34998.044444444444,35999.28888888889,1001.2444444444482,0.25,4/4,b,1,5,0
F♯5,35999.28888888889,36568.177777777775,568.8888888888832,0.25,4/4,x,1,5,0
E♯5,36568.177777777775,36841.24444444444,273.0666666666657,0.25,4/4,x,1,5,0
E5,36841.24444444444,37228.08888888889,386.8444444444467,0.25,4/4,x,1,5,0
D♯5,37228.08888888889,37546.666666666664,318.57777777777665,0.25,4/4,x,1,5,0
D5,37546.666666666664,37933.51111111111,386.8444444444467,0.25,4/4,x,1,5,0
C♯5,37933.51111111111,38274.84444444445,341.33333333333576,0.25,4/4,x,1,5,0
B4,38274.84444444445,38957.51111111111,682.6666666666642,0.25,4/4,x,1,5,0
F♯4,38957.51111111111,39708.444444444445,750.9333333333343,0.25,4/4,b,1,6,0
B5,39708.444444444445,40277.33333333333,568.8888888888832,0.25,4/4,x,1,6,0
A♯5,40277.33333333333,40664.17777777778,386.844444444454,0.25,4/4,x,1,6,0
A5,40664.17777777778,40937.24444444445,273.0666666666657,0.25,4/4,x,1,6,0
G♯5,40937.24444444445,41437.86666666666,500.62222222221317,0.25,4/4,x,1,6,0
G5,41437.86666666666,41984.0,546.1333333333387,0.25,4/4,x,1,6,0
F♯5,41984.0,42302.57777777778,318.57777777777665,0.25,4/4,x,1,6,0
A♯5,42302.57777777778,43053.51111111111,750.9333333333343,0.25,4/4,x,1,6,0
B5,43053.51111111111,44396.08888888889,1342.5777777777766,0.5,4/4,x,1,6,0
B4,44396.08888888889,44873.955555555556,477.8666666666686,0.25,4/4,B,1,6,0
C♯5,44873.955555555556,45260.8,386.8444444444467,0.25,4/4,B,1,6,0
D5,45260.8,45761.42222222222,500.62222222222044,0.25,4/4,B,1,6,0
B5,45761.42222222222,46193.777777777774,432.3555555555504,0.25,4/4,S,1,6,0
E5,46193.777777777774,46535.11111111112,341.33333333334303,0.25,4/4,B,1,6,0
C♯6,46535.11111111112,47081.24444444444,546.1333333333241,0.25,4/4,S,1,6,0
F♯5,47081.24444444444,47627.37777777778,546.1333333333387,0.25,4/4,B,1,7,0
B5,47627.37777777778,47991.46666666667,364.0888888888876,0.25,4/4,S,1,7,0
A♯5,47991.46666666667,50426.311111111114,2434.8444444444467,0.5,4/4,S,1,7,0
0,50426.311111111114,50449.066666666666,22.755555555551837,0.5,4/4,.,1,7,0
A♯5,50449.066666666666,50540.08888888889,91.0222222222219,0.25,4/4,S,1,7,0
B5,50540.08888888889,50835.91111111111,295.8222222222248,0.25,4/4,S,1,7,0
C♯6,50835.91111111111,51564.08888888889,728.1777777777752,0.25,4/4,S,1,7,0
F♯5,51564.08888888889,51950.933333333334,386.8444444444467,0.25,4/4,B,1,7,0
E5,51950.933333333334,52269.51111111112,318.5777777777839,0.25,4/4,B,1,7,0
C♯6,52269.51111111112,52701.86666666667,432.3555555555504,0.25,4/4,S,1,7,0
D5,52701.86666666667,53179.73333333333,477.86666666666133,0.25,4/4,B,1,7,0
B5,53179.73333333333,53521.06666666667,341.33333333334303,0.25,4/4,S,1,7,0
C♯5,53521.06666666667,53976.177777777775,455.1111111111022,0.25,4/4,B,1,7,0
C♯6,53976.177777777775,54431.288888888885,455.1111111111095,0.25,4/4,S,1,7,0
B4,54431.288888888885,55045.68888888889,614.4000000000087,0.25,4/4,b,1,8,0
D6,55045.68888888889,55227.73333333333,182.04444444443652,0.125,4/4,S,1,8,0
C♯6,55227.73333333333,55569.066666666666,341.33333333333576,0.125,4/4,S,1,8,0
B5,55569.066666666666,56638.57777777778,1069.511111111111,0.5,4/4,S,1,8,0
0,56638.57777777778,57002.66666666667,364.08888888889487,0.25,4/4,.,1,8,0
C♯6,57002.66666666667,57571.555555555555,568.8888888888832,0.25,4/4,x,1,8,0
D6,57571.555555555555,57981.15555555555,409.59999999999854,0.25,4/4,x,1,8,0
A4,57981.15555555555,58481.77777777778,500.6222222222277,0.25,4/4,b,1,8,0
G♯4,58481.77777777778,59050.666666666664,568.8888888888832,0.25,4/4,b,1,8,0
F5,59050.666666666664,59528.53333333333,477.8666666666686,0.25,4/4,x,1,8,0
E5,59528.53333333333,59847.11111111111,318.57777777777665,0.25,4/4,x,1,8,0
B5,59847.11111111111,60188.444444444445,341.33333333333576,0.25,4/4,x,1,8,0
E4,60188.444444444445,60780.08888888889,591.6444444444423,0.25,4/4,b,1,8,0
D6,60780.08888888889,61189.688888888886,409.59999999999854,0.25,4/4,x,1,8,0
C6,61189.688888888886,61622.044444444444,432.35555555555766,0.25,4/4,x,1,8,0
B5,61622.044444444444,62008.88888888889,386.8444444444467,0.25,4/4,x,1,8,0
A4,62008.88888888889,62555.02222222222,546.1333333333314,0.25,4/4,b,1,9,0
C6,62555.02222222222,62987.37777777778,432.35555555555766,0.25,4/4,x,1,9,0
G♯5,62987.37777777778,63601.777777777774,614.3999999999942,0.25,4/4,x,1,9,0
A5,63601.777777777774,64170.666666666664,568.8888888888905,0.25,4/4,x,1,9,0
0,64170.666666666664,64671.28888888889,500.6222222222277,0.25,4/4,.,1,9,0
B5,64671.28888888889,65171.91111111111,500.62222222222044,0.25,4/4,x,1,9,0
C6,65171.91111111111,65604.26666666666,432.3555555555504,0.25,4/4,x,1,9,0
G4,65604.26666666666,66150.40000000001,546.133333333346,0.25,4/4,b,1,9,0
F♯4,66150.40000000001,66855.82222222221,705.4222222222015,0.25,4/4,b,1,9,0
C♯5,66855.82222222221,67265.42222222223,409.6000000000204,0.25,4/4,x,1,9,0
D5,67265.42222222223,67697.77777777777,432.35555555553583,0.25,4/4,x,1,9,0
