Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,1888.711111111111,1888.711111111111,0,0,.,x,x,.
D4,1888.711111111111,1911.4666666666667,22.755555555555702,1.5,4/4,x,1,1,0
D5,1911.4666666666667,3731.911111111111,1820.4444444444443,0.25,4/4,x,1,1,0
E5,3731.911111111111,5006.222222222222,1274.3111111111107,0.25,4/4,x,1,1,0
E5,5006.222222222222,5028.977777777777,22.755555555555475,1.5,4/4,x,1,1,0
D5,5028.977777777777,6781.155555555555,1752.177777777778,0.25,4/4,x,1,1,0
E5,6781.155555555555,6803.911111111111,22.755555555555475,0.25,4/4,x,1,1,0
D4,6803.911111111111,6894.933333333333,91.02222222222281,1.5,4/4,x,1,2,0
F♯5,6894.933333333333,7122.488888888889,227.55555555555566,0.25,4/4,x,1,2,0
G5,7122.488888888889,8601.6,1479.1111111111113,0.25,4/4,x,1,2,0
G5,8601.6,8624.355555555554,22.755555555553656,1.5,4/4,x,1,2,0
F♯5,8624.355555555554,8783.644444444444,159.28888888889014,0.25,4/4,x,1,2,0
G5,8783.644444444444,9193.244444444445,409.60000000000036,0.25,4/4,x,1,2,0
D4,9193.244444444445,9875.911111111112,682.6666666666679,1.0,4/4,x,1,3,0
A5,9875.911111111112,10945.422222222222,1069.5111111111091,0.75,4/4,x,1,3,0
F♯4,10945.422222222222,11172.977777777778,227.55555555555657,0.25,4/4,b,1,3,0
G5,11172.977777777778,11923.911111111112,750.9333333333343,0.75,4/4,x,1,3,0
E4,11923.911111111112,12128.71111111111,204.79999999999745,0.25,4/4,b,1,3,0
F♯5,12128.71111111111,12925.155555555555,796.4444444444453,0.75,4/4,x,1,3,0
D4,12925.155555555555,13243.733333333334,318.57777777777846,0.25,4/4,b,1,3,0
E5,13243.733333333334,14244.977777777778,1001.2444444444445,1.0,4/4,x,1,4,0
A4,14244.977777777778,15815.111111111111,1570.1333333333332,1.0,4/4,x,1,4,0
0,15815.111111111111,15883.377777777778,68.26666666666642,0.125,4/4,.,1,4,0
A4,15883.377777777778,15906.133333333333,22.755555555555475,0.125,4/4,x,1,4,0
B4,15906.133333333333,15928.888888888889,22.755555555555475,0.125,4/4,x,1,4,0
C♯5,15928.888888888889,15951.644444444444,22.755555555555475,0.125,4/4,x,1,4,0
D5,15951.644444444444,15997.155555555555,45.51111111111095,0.125,4/4,x,1,4,0
E5,15997.155555555555,16088.177777777777,91.0222222222219,0.125,4/4,x,1,4,0
F♯5,16088.177777777777,16156.444444444445,68.26666666666824,0.125,4/4,x,1,4,0
G5,16156.444444444445,16292.977777777778,136.53333333333285,0.125,4/4,x,1,4,0
A5,16292.977777777778,17021.155555555557,728.1777777777788,0.75,4/4,x,1,4,0
G5,17021.155555555557,17271.466666666664,250.31111111110658,0.25,4/4,x,1,4,0
F♯5,17271.466666666664,18045.155555555557,773.6888888888934,0.75,4/4,x,1,5,0
C♯5,18045.155555555557,18295.466666666667,250.31111111111022,0.25,4/4,x,1,5,0
D5,18295.466666666667,19911.111111111113,1615.644444444446,1.0,4/4,x,1,5,0
0,19911.111111111113,20639.28888888889,728.1777777777752,0.125,4/4,.,1,5,0
B4,20639.28888888889,20662.044444444444,22.755555555555475,0.125,4/4,x,1,5,0
C♯5,20662.044444444444,20684.8,22.755555555555475,0.125,4/4,x,1,5,0
D5,20684.8,20707.555555555555,22.755555555555475,0.125,4/4,x,1,5,0
E5,20707.555555555555,20730.31111111111,22.755555555555475,0.125,4/4,x,1,5,0
F♯5,20730.31111111111,20753.066666666666,22.755555555555475,0.125,4/4,x,1,5,0
G5,20753.066666666666,20775.82222222222,22.755555555555475,0.125,4/4,x,1,5,0
