Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,1956.9777777777776,1956.9777777777776,0,0,.,x,x,.
E4,1956.9777777777776,3276.8,1319.8222222222225,1.0,3/4,B,1,1,0
G♯5,3276.8,4505.6,1228.8000000000002,1.0,3/4,S,1,1,0
A5,4505.6,4801.422222222222,295.8222222222221,0.75,3/4,x,1,1,0
B5,4801.422222222222,5165.511111111111,364.0888888888885,0.25,3/4,x,1,1,0
F♯4,5165.511111111111,6712.888888888889,1547.3777777777777,1.0,3/4,B,1,2,0
D♯5,6712.888888888889,7168.0,455.1111111111113,1.0,3/4,x,1,2,0
E5,7168.0,7896.177777777778,728.1777777777779,0.75,3/4,x,1,2,0
F♯5,7896.177777777778,8146.488888888889,250.31111111111113,0.25,3/4,S,1,2,0
G♯4,8146.488888888889,8647.11111111111,500.62222222222044,0.75,3/4,B,1,3,0
B4,8647.11111111111,9033.955555555556,386.8444444444467,0.25,3/4,x,1,3,0
E5,9033.955555555556,9693.866666666667,659.9111111111106,0.75,3/4,x,1,3,0
D♯5,9693.866666666667,9898.666666666668,204.8000000000011,0.25,3/4,x,1,3,0
E5,9898.666666666668,11150.222222222223,1251.5555555555547,1.0,3/4,S,1,3,0
A4,11150.222222222223,11946.666666666668,796.4444444444453,0.75,3/4,x,1,4,0
C♯5,11946.666666666668,12310.755555555555,364.0888888888876,0.25,3/4,S,1,4,0
D♯4,12310.755555555555,13129.955555555556,819.2000000000007,0.75,3/4,B,1,4,0
B4,13129.955555555556,13744.355555555556,614.3999999999996,0.25,3/4,S,1,4,0
A4,13744.355555555556,14290.488888888889,546.1333333333332,0.75,3/4,x,1,4,0
G♯4,14290.488888888889,14427.022222222222,136.53333333333285,0.125,3/4,x,1,4,0
A4,14427.022222222222,14631.822222222223,204.8000000000011,0.125,3/4,S,1,4,0
E4,14631.822222222223,15883.377777777778,1251.5555555555547,0.75,3/4,B,1,5,0
A4,15883.377777777778,15906.133333333333,22.755555555555475,0.25,3/4,x,1,5,0
