Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,614.4,614.4,0,0,.,x,x,.
0,614.4,637.1555555555556,22.75555555555559,0.5,3/4,.,1,1,0
F♯5,637.1555555555556,1433.6,796.4444444444443,0.5,3/4,x,1,1,0
F♯5,1433.6,1456.3555555555556,22.755555555555702,1.5,3/4,x,1,2,0
C♯5,1456.3555555555556,1774.9333333333332,318.57777777777756,0.5,3/4,x,1,2,0
A4,1774.9333333333332,1956.9777777777776,182.04444444444448,0.5,3/4,x,1,2,0
C♯5,1956.9777777777776,2230.0444444444443,273.0666666666666,0.5,3/4,x,1,2,0
F♯4,2230.0444444444443,2503.111111111111,273.0666666666666,0.5,3/4,x,1,3,0
A4,2503.111111111111,2707.911111111111,204.80000000000018,0.5,3/4,x,1,3,0
C♯5,2707.911111111111,2958.222222222222,250.31111111111113,0.5,3/4,x,1,3,0
F♯5,2958.222222222222,3163.0222222222224,204.80000000000018,0.5,3/4,x,1,3,0
A5,3163.0222222222224,3595.3777777777777,432.3555555555554,0.5,3/4,x,1,3,0
F♯5,3595.3777777777777,3618.133333333333,22.755555555555475,0.5,3/4,x,1,3,0
B4,3618.133333333333,3913.9555555555553,295.8222222222221,0.5,3/4,x,1,4,0
D5,3913.9555555555553,4232.533333333334,318.57777777777846,0.5,3/4,x,1,4,0
F♯5,4232.533333333334,4278.044444444445,45.51111111111095,0.5,3/4,x,1,4,0
B5,4278.044444444445,4505.6,227.55555555555566,0.5,3/4,x,1,4,0
D6,4505.6,4710.4,204.79999999999927,0.5,3/4,x,1,4,0
B5,4710.4,4983.466666666667,273.0666666666675,0.5,3/4,x,1,4,0
E♯4,4983.466666666667,5188.266666666666,204.79999999999927,0.5,3/4,x,1,5,0
G♯4,5188.266666666666,5393.066666666667,204.80000000000018,0.5,3/4,x,1,5,0
C♯5,5393.066666666667,5620.622222222222,227.55555555555566,0.5,3/4,x,1,5,0
E♯5,5620.622222222222,5825.422222222222,204.80000000000018,0.5,3/4,x,1,5,0
G♯5,5825.422222222222,6007.466666666667,182.0444444444447,0.5,3/4,x,1,5,0
B4,6007.466666666667,6189.511111111111,182.0444444444438,0.5,3/4,x,1,5,0
A4,6189.511111111111,6212.266666666666,22.755555555555475,0.5,3/4,x,1,6,0
F♯5,6212.266666666666,6235.022222222222,22.755555555555475,0.5,3/4,x,1,6,0
G♯4,6235.022222222222,6485.333333333333,250.31111111111113,0.5,3/4,x,1,6,0
F♯5,6485.333333333333,7122.488888888889,637.155555555556,0.5,3/4,x,1,6,0
C♯5,7122.488888888889,7372.8,250.31111111111113,0.5,3/4,x,1,6,0
E♯5,7372.8,7714.133333333334,341.33333333333394,0.5,3/4,x,1,6,0
