Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,568.8888888888889,568.8888888888889,0,0,.,x,x,.
A4,568.8888888888889,1524.6222222222223,955.7333333333333,1.25,4/4,x,1,1,0
B4,1524.6222222222223,1752.177777777778,227.55555555555566,0.25,4/4,x,1,1,0
A4,1752.177777777778,1865.9555555555555,113.7777777777776,0.25,4/4,x,1,1,0
E4,1865.9555555555555,2002.4888888888888,136.5333333333333,0.25,4/4,x,1,1,0
A4,2002.4888888888888,2116.266666666667,113.77777777777806,0.25,4/4,x,1,1,0
C♯5,2116.266666666667,2207.288888888889,91.0222222222219,0.25,4/4,x,1,1,0
A4,2207.288888888889,2321.0666666666666,113.77777777777783,0.25,4/4,x,1,1,0
E4,2321.0666666666666,2412.088888888889,91.02222222222235,0.25,4/4,x,1,1,0
A4,2412.088888888889,2503.111111111111,91.0222222222219,0.25,4/4,x,1,1,0
B4,2503.111111111111,2594.133333333333,91.02222222222235,0.25,4/4,x,1,1,0
A4,2594.133333333333,2685.1555555555556,91.02222222222235,0.25,4/4,x,1,1,0
E4,2685.1555555555556,2776.177777777778,91.02222222222235,0.25,4/4,x,1,1,0
A4,2776.177777777778,2889.9555555555553,113.77777777777737,0.25,4/4,x,1,2,0
C♯5,2889.9555555555553,2980.977777777778,91.02222222222281,0.25,4/4,x,1,2,0
A4,2980.977777777778,3072.0,91.0222222222219,0.25,4/4,x,1,2,0
E4,3072.0,3140.266666666667,68.26666666666688,0.25,4/4,x,1,2,0
A4,3140.266666666667,3276.8,136.5333333333333,0.25,4/4,x,1,2,0
E5,3276.8,3390.5777777777776,113.77777777777737,0.25,4/4,x,1,2,0
A4,3390.5777777777776,3481.6,91.02222222222235,0.25,4/4,x,1,2,0
E4,3481.6,3572.6222222222223,91.02222222222235,0.25,4/4,x,1,2,0
A4,3572.6222222222223,3709.1555555555556,136.5333333333333,0.25,4/4,x,1,2,0
E5,3709.1555555555556,3800.177777777778,91.02222222222235,0.25,4/4,x,1,2,0
F♯5,3800.177777777778,3891.2,91.0222222222219,0.25,4/4,x,1,2,0
D5,3891.2,3982.222222222222,91.02222222222235,0.25,4/4,x,1,2,0
E5,3982.222222222222,4096.0,113.77777777777783,0.25,4/4,x,1,2,0
C♯5,4096.0,4164.266666666666,68.26666666666642,0.25,4/4,x,1,2,0
D5,4164.266666666666,4255.288888888889,91.02222222222281,0.25,4/4,x,1,2,0
B4,4255.288888888889,4346.311111111111,91.0222222222219,0.25,4/4,x,1,2,0
