Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,7395.555555555556,7395.555555555556,0,0,.,x,x,.
0,7395.555555555556,7418.311111111111,22.755555555555475,0.5,3/4,.,1,1,0
F♯5,7418.311111111111,8738.133333333333,1319.822222222222,0.5,3/4,x,1,1,0
F♯5,8738.133333333333,8760.888888888889,22.755555555555475,1.5,3/4,x,1,2,0
C♯5,8760.888888888889,8783.644444444444,22.755555555555475,0.5,3/4,x,1,2,0
A4,8783.644444444444,8988.444444444445,204.8000000000011,0.5,3/4,x,1,2,0
C♯5,8988.444444444445,9216.0,227.55555555555475,0.5,3/4,x,1,2,0
F♯4,9216.0,9534.577777777777,318.57777777777665,0.5,3/4,x,1,3,0
A4,9534.577777777777,9762.133333333333,227.55555555555657,0.5,3/4,x,1,3,0
C♯5,9762.133333333333,9944.177777777779,182.04444444444562,0.5,3/4,x,1,3,0
F♯5,9944.177777777779,10126.22222222222,182.04444444444198,0.5,3/4,x,1,3,0
A5,10126.22222222222,10331.022222222222,204.8000000000011,0.5,3/4,x,1,3,0
F♯5,10331.022222222222,10535.822222222223,204.8000000000011,0.5,3/4,x,1,3,0
B4,10535.822222222223,10786.133333333333,250.31111111111022,0.5,3/4,x,1,4,0
D5,10786.133333333333,10922.666666666666,136.53333333333285,0.5,3/4,x,1,4,0
F♯5,10922.666666666666,11104.711111111112,182.04444444444562,0.5,3/4,x,1,4,0
B5,11104.711111111112,11309.511111111113,204.8000000000011,0.5,3/4,x,1,4,0
D6,11309.511111111113,11468.8,159.2888888888865,0.5,3/4,x,1,4,0
B5,11468.8,12196.977777777778,728.1777777777788,0.5,3/4,x,1,4,0
E♯4,12196.977777777778,12219.733333333334,22.755555555555475,0.5,3/4,x,1,5,0
G♯4,12219.733333333334,12242.488888888889,22.755555555555475,0.5,3/4,x,1,5,0
C♯5,12242.488888888889,12401.777777777777,159.28888888888832,0.5,3/4,x,1,5,0
E♯5,12401.777777777777,12583.822222222223,182.04444444444562,0.5,3/4,x,1,5,0
G♯5,12583.822222222223,12788.622222222222,204.79999999999927,0.5,3/4,x,1,5,0
B4,12788.622222222222,13038.933333333332,250.31111111111022,0.5,3/4,x,1,5,0
A4,13038.933333333332,13357.511111111111,318.57777777777846,0.5,3/4,x,1,6,0
F♯5,13357.511111111111,13585.066666666666,227.55555555555475,0.5,3/4,x,1,6,0
G♯4,13585.066666666666,13607.822222222221,22.755555555555475,0.5,3/4,x,1,6,0
F♯5,13607.822222222221,13949.155555555557,341.33333333333576,0.5,3/4,x,1,6,0
C♯5,13949.155555555557,14176.71111111111,227.55555555555293,0.5,3/4,x,1,6,0
E♯5,14176.71111111111,14495.288888888888,318.57777777777846,0.5,3/4,x,1,6,0
F♯4,14495.288888888888,15086.933333333332,591.6444444444442,1.0,3/4,x,1,7,0
0,15086.933333333332,15451.022222222224,364.08888888889123,0.5,3/4,.,1,7,0
A5,15451.022222222224,15724.08888888889,273.0666666666657,0.5,3/4,x,1,7,0
G♯5,15724.08888888889,15906.133333333333,182.0444444444438,0.5,3/4,x,1,7,0
F♯5,15906.133333333333,16156.444444444445,250.31111111111204,0.5,3/4,x,1,7,0
E5,16156.444444444445,16611.555555555555,455.1111111111095,0.5,3/4,x,1,8,0
G♯4,16611.555555555555,16634.31111111111,22.755555555555475,0.5,3/4,x,1,8,0
A4,16634.31111111111,16907.37777777778,273.06666666666933,0.5,3/4,x,1,8,0
E5,16907.37777777778,17089.422222222223,182.0444444444438,0.5,3/4,x,1,8,0
F♯5,17089.422222222223,17271.466666666664,182.04444444444016,0.5,3/4,x,1,8,0
C♯5,17271.466666666664,17499.022222222222,227.55555555555839,0.5,3/4,x,1,8,0
D5,17499.022222222222,17658.31111111111,159.28888888888832,0.5,3/4,x,1,9,0
F♯4,17658.31111111111,18022.4,364.08888888889123,0.5,3/4,x,1,9,0
G♯4,18022.4,18090.666666666668,68.26666666666642,0.5,3/4,x,1,9,0
D5,18090.666666666668,18272.71111111111,182.0444444444438,0.5,3/4,x,1,9,0
E5,18272.71111111111,18432.0,159.28888888888832,0.5,3/4,x,1,9,0
D5,18432.0,19273.955555555556,841.9555555555562,0.5,3/4,x,1,9,0
C♯5,19273.955555555556,19296.71111111111,22.755555555555475,1.0,3/4,x,1,10,0
0,19296.71111111111,19319.466666666667,22.755555555555475,0.5,3/4,.,1,10,0
C♯5,19319.466666666667,19524.266666666666,204.79999999999927,0.5,3/4,x,1,10,0
B4,19524.266666666666,19706.311111111114,182.04444444444744,0.5,3/4,x,1,10,0
A4,19706.311111111114,19979.377777777776,273.06666666666206,0.5,3/4,x,1,10,0
B4,19979.377777777776,20252.44444444444,273.0666666666657,0.5,3/4,x,1,11,0
D♯5,20252.44444444444,20434.48888888889,182.04444444444744,0.5,3/4,x,1,11,0
E5,20434.48888888889,20639.28888888889,204.79999999999927,0.5,3/4,x,1,11,0
G♯5,20639.28888888889,20821.333333333332,182.0444444444438,0.5,3/4,x,1,11,0
C♯5,20821.333333333332,21003.37777777778,182.04444444444744,0.5,3/4,x,1,11,0
B4,21003.37777777778,21230.933333333334,227.55555555555475,0.5,3/4,x,1,11,0
A4,21230.933333333334,21435.733333333334,204.79999999999927,0.5,3/4,x,1,12,0
E5,21435.733333333334,21595.022222222222,159.28888888888832,0.5,3/4,x,1,12,0
D♯5,21595.022222222222,21845.333333333332,250.31111111111022,0.5,3/4,x,1,12,0
F♯5,21845.333333333332,22050.133333333335,204.8000000000029,0.5,3/4,x,1,12,0
B4,22050.133333333335,22186.666666666668,136.53333333333285,0.5,3/4,x,1,12,0
A4,22186.666666666668,22778.31111111111,591.6444444444423,0.5,3/4,x,1,12,0
G♯4,22778.31111111111,22801.066666666666,22.755555555555475,1.0,3/4,x,1,13,0
0,22801.066666666666,23347.2,546.133333333335,0.5,3/4,.,1,13,0
E5,23347.2,23574.755555555555,227.55555555555475,0.5,3/4,S,1,13,0
C♯5,23574.755555555555,23825.06666666667,250.31111111111386,0.5,3/4,S,1,13,0
E5,23825.06666666667,24075.37777777778,250.31111111111022,0.5,3/4,S,1,13,0
F♯5,24075.37777777778,24416.71111111111,341.3333333333321,0.5,3/4,S,1,14,0
A4,24416.71111111111,24644.266666666666,227.55555555555475,0.5,3/4,t,1,14,0
D4,24644.266666666666,24940.088888888888,295.82222222222117,0.5,3/4,B,1,14,0
C♯5,24940.088888888888,25144.88888888889,204.8000000000029,0.5,3/4,T,1,14,0
B4,25144.88888888889,25326.933333333334,182.0444444444438,0.5,3/4,T,1,14,0
A5,25326.933333333334,25577.244444444445,250.31111111111022,0.5,3/4,S,1,14,0
G♯5,25577.244444444445,25895.82222222222,318.57777777777665,0.5,3/4,S,1,15,0
B4,25895.82222222222,26077.866666666665,182.0444444444438,0.5,3/4,T,1,15,0
E4,26077.866666666665,26259.911111111112,182.04444444444744,0.5,3/4,b,1,15,0
D5,26259.911111111112,26464.71111111111,204.79999999999927,0.5,3/4,T,1,15,0
C♯5,26464.71111111111,26669.51111111111,204.79999999999927,0.5,3/4,T,1,15,0
B5,26669.51111111111,26874.31111111111,204.79999999999927,0.5,3/4,S,1,15,0
A5,26874.31111111111,27192.888888888887,318.57777777777665,0.5,3/4,S,1,16,0
C♯5,27192.888888888887,27374.933333333334,182.04444444444744,0.5,3/4,T,1,16,0
F♯4,27374.933333333334,27579.733333333334,204.79999999999927,0.5,3/4,b,1,16,0
E5,27579.733333333334,27761.777777777777,182.0444444444438,0.5,3/4,T,1,16,0
D5,27761.777777777777,27966.57777777778,204.8000000000029,0.5,3/4,T,1,16,0
C♯6,27966.57777777778,28171.37777777778,204.79999999999927,0.5,3/4,S,1,16,0
B5,28171.37777777778,28398.93333333333,227.5555555555511,0.5,3/4,S,1,17,0
D5,28398.93333333333,28785.777777777777,386.8444444444467,0.5,3/4,T,1,17,0
G♯4,28785.777777777777,28854.044444444444,68.26666666666642,0.5,3/4,b,1,17,0
F♯5,28854.044444444444,29081.600000000002,227.55555555555839,0.5,3/4,T,1,17,0
E5,29081.600000000002,29263.644444444446,182.0444444444438,0.5,3/4,T,1,17,0
D6,29263.644444444446,29491.2,227.55555555555475,0.5,3/4,S,1,17,0
C♯6,29491.2,29764.266666666666,273.0666666666657,0.5,3/4,S,1,18,0
G♯5,29764.266666666666,29969.066666666666,204.79999999999927,0.5,3/4,T,1,18,0
A5,29969.066666666666,30287.644444444446,318.5777777777803,0.5,3/4,T,1,18,0
D4,30287.644444444446,30515.2,227.55555555555475,0.5,3/4,b,1,18,0
E4,30515.2,30765.51111111111,250.31111111111022,0.5,3/4,b,1,18,0
G♯5,30765.51111111111,31129.6,364.0888888888876,0.5,3/4,S,1,18,0
A4,31129.6,31311.644444444442,182.0444444444438,0.5,3/4,b,1,19,0
A5,31311.644444444442,31766.755555555555,455.11111111111313,0.5,3/4,S,1,19,0
B4,31766.755555555555,31948.8,182.0444444444438,0.5,3/4,b,1,19,0
G♯5,31948.8,32176.355555555554,227.55555555555475,0.5,3/4,S,1,19,0
C♯5,32176.355555555554,32358.4,182.04444444444744,0.5,3/4,B,1,19,0
A5,32358.4,32676.977777777778,318.57777777777665,0.5,3/4,S,1,19,0
D5,32676.977777777778,33063.82222222222,386.84444444443943,0.5,3/4,B,1,20,0
F♯5,33063.82222222222,33268.62222222222,204.8000000000029,0.5,3/4,x,1,20,0
E♯5,33268.62222222222,33473.42222222222,204.8000000000029,0.5,3/4,x,1,20,0
F♯5,33473.42222222222,33655.46666666667,182.0444444444438,0.5,3/4,x,1,20,0
B5,33655.46666666667,33860.26666666667,204.8000000000029,0.5,3/4,x,1,20,0
A♯5,33860.26666666667,34110.57777777778,250.31111111110658,0.5,3/4,x,1,20,0
B5,34110.57777777778,34338.13333333333,227.55555555555475,0.5,3/4,x,1,21,0
D6,34338.13333333333,34497.422222222216,159.28888888888469,0.5,3/4,x,1,21,0
B5,34497.422222222216,34702.222222222226,204.8000000000102,0.5,3/4,x,1,21,0
G♯5,34702.222222222226,34884.26666666667,182.0444444444438,0.5,3/4,x,1,21,0
A5,34884.26666666667,35066.311111111114,182.0444444444438,0.5,3/4,x,1,21,0
F♯5,35066.311111111114,35316.62222222222,250.31111111110658,0.5,3/4,x,1,21,0
C♯5,35316.62222222222,35635.2,318.57777777777665,0.5,3/4,x,1,22,0
E♯5,35635.2,35817.24444444445,182.04444444445107,0.5,3/4,x,1,22,0
G♯5,35817.24444444445,36022.044444444444,204.79999999999563,0.5,3/4,x,1,22,0
C♯6,36022.044444444444,36158.57777777778,136.53333333333285,0.5,3/4,x,1,22,0
G♯5,36158.57777777778,36408.88888888889,250.31111111111386,0.5,3/4,x,1,22,0
E♯5,36408.88888888889,36704.71111111111,295.82222222221753,0.5,3/4,x,1,22,0
