Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movment,Measure,Repeated
0,0,15974.4,15974.4,0,0,.,x,x,.
A4,15974.4,17294.22222222222,1319.8222222222194,1.25,4/4,x,1,1,0
B4,17294.22222222222,17521.777777777777,227.55555555555839,0.25,4/4,x,1,1,0
A4,17521.777777777777,17794.844444444443,273.0666666666657,0.25,4/4,x,1,1,0
E4,17794.844444444443,17863.11111111111,68.26666666666642,0.25,4/4,x,1,1,0
A4,17863.11111111111,18227.2,364.08888888889123,0.25,4/4,x,1,1,0
C♯5,18227.2,18340.977777777778,113.77777777777737,0.25,4/4,x,1,1,0
A4,18340.977777777778,18636.8,295.82222222222117,0.25,4/4,x,1,1,0
E4,18636.8,18682.31111111111,45.51111111111095,0.25,4/4,x,1,1,0
A4,18682.31111111111,19000.888888888887,318.57777777777665,0.25,4/4,x,1,1,0
B4,19000.888888888887,19160.17777777778,159.28888888889196,0.25,4/4,x,1,1,0
A4,19160.17777777778,19387.733333333334,227.55555555555475,0.25,4/4,x,1,1,0
E4,19387.733333333334,19433.244444444445,45.51111111111095,0.25,4/4,x,1,1,0
A4,19433.244444444445,19751.822222222225,318.5777777777803,0.25,4/4,x,1,2,0
C♯5,19751.822222222225,19888.355555555558,136.53333333333285,0.25,4/4,x,1,2,0
A4,19888.355555555558,20070.399999999998,182.04444444444016,0.25,4/4,x,1,2,0
E4,20070.399999999998,20206.93333333333,136.53333333333285,0.25,4/4,x,1,2,0
A4,20206.93333333333,20434.48888888889,227.55555555555839,0.25,4/4,x,1,2,0
E5,20434.48888888889,20593.777777777777,159.28888888888832,0.25,4/4,x,1,2,0
A4,20593.777777777777,20775.82222222222,182.0444444444438,0.25,4/4,x,1,2,0
E4,20775.82222222222,20935.111111111113,159.28888888889196,0.25,4/4,x,1,2,0
A4,20935.111111111113,21208.17777777778,273.0666666666657,0.25,4/4,x,1,2,0
E5,21208.17777777778,21390.22222222222,182.04444444444016,0.25,4/4,x,1,2,0
F♯5,21390.22222222222,21595.022222222222,204.8000000000029,0.25,4/4,x,1,2,0
D5,21595.022222222222,21731.555555555555,136.53333333333285,0.25,4/4,x,1,2,0
E5,21731.555555555555,21845.333333333332,113.77777777777737,0.25,4/4,x,1,2,0
C♯5,21845.333333333332,22050.133333333335,204.8000000000029,0.25,4/4,x,1,2,0
D5,22050.133333333335,22186.666666666668,136.53333333333285,0.25,4/4,x,1,2,0
B4,22186.666666666668,22459.733333333334,273.0666666666657,0.25,4/4,x,1,2,0
C♯5,22459.733333333334,22619.022222222226,159.28888888889196,0.25,4/4,x,1,3,0
E5,22619.022222222226,22732.8,113.77777777777374,0.25,4/4,x,1,3,0
F♯5,22732.8,22892.088888888888,159.28888888888832,0.25,4/4,x,1,3,0
D5,22892.088888888888,22983.11111111111,91.0222222222219,0.25,4/4,x,1,3,0
E5,22983.11111111111,23142.399999999998,159.28888888888832,0.25,4/4,x,1,3,0
C♯5,23142.399999999998,23324.444444444445,182.04444444444744,0.25,4/4,x,1,3,0
D5,23324.444444444445,23460.977777777778,136.53333333333285,0.25,4/4,x,1,3,0
B4,23460.977777777778,23711.28888888889,250.31111111111022,0.25,4/4,x,1,3,0
C♯5,23711.28888888889,23825.06666666667,113.77777777778101,0.25,4/4,x,1,3,0
A4,23825.06666666667,23961.600000000002,136.53333333333285,0.25,4/4,x,1,3,0
B4,23961.600000000002,24211.91111111111,250.31111111110658,0.25,4/4,x,1,3,0
C♯5,24211.91111111111,24257.42222222222,45.51111111111095,0.25,4/4,x,1,3,0
D5,24257.42222222222,24371.2,113.77777777778101,0.25,4/4,x,1,3,0
E5,24371.2,24507.733333333334,136.53333333333285,0.25,4/4,x,1,3,0
F♯5,24507.733333333334,24667.022222222222,159.28888888888832,0.25,4/4,x,1,3,0
G♯5,24667.022222222222,24826.31111111111,159.28888888888832,0.25,4/4,x,1,3,0
A5,24826.31111111111,25304.17777777778,477.8666666666686,0.25,4/4,x,1,4,0
E5,25304.17777777778,25326.933333333334,22.755555555555475,0.25,4/4,x,1,4,0
C♯5,25326.933333333334,25349.68888888889,22.755555555555475,0.25,4/4,x,1,4,0
A4,25349.68888888889,25440.71111111111,91.0222222222219,0.25,4/4,x,1,4,0
A5,25440.71111111111,25713.777777777777,273.0666666666657,0.25,4/4,x,1,4,0
E5,25713.777777777777,25827.555555555555,113.77777777777737,0.25,4/4,x,1,4,0
C♯5,25827.555555555555,25941.333333333332,113.77777777777737,0.25,4/4,x,1,4,0
A4,25941.333333333332,26032.355555555554,91.0222222222219,0.25,4/4,x,1,4,0
A5,26032.355555555554,26715.022222222222,682.6666666666679,0.5,4/4,x,1,4,0
A4,26715.022222222222,27420.444444444445,705.4222222222234,0.5,4/4,b,1,4,0
0,27420.444444444445,28103.111111111113,682.6666666666679,1.0,4/4,.,1,4,0
D5,28103.111111111113,28444.44444444444,341.3333333333285,0.25,4/4,x,1,5,0
C♯5,28444.44444444444,28535.466666666667,91.02222222222554,0.25,4/4,x,1,5,0
D5,28535.466666666667,29809.777777777777,1274.3111111111102,1.5,4/4,x,1,5,0
F♯5,29809.777777777777,30082.844444444443,273.0666666666657,0.25,4/4,x,1,5,0
D5,30082.844444444443,30606.222222222223,523.3777777777796,0.75,4/4,x,1,5,0
A5,30606.222222222223,30924.800000000003,318.5777777777803,0.25,4/4,x,1,5,0
D5,30924.800000000003,31812.266666666666,887.4666666666635,0.75,4/4,x,1,5,0
C♯5,31812.266666666666,31857.777777777777,45.51111111111095,0.25,4/4,x,1,6,0
B4,31857.777777777777,31971.555555555555,113.77777777777737,0.25,4/4,x,1,6,0
C♯5,31971.555555555555,33223.11111111111,1251.5555555555547,1.5,4/4,x,1,6,0
E5,33223.11111111111,33427.911111111105,204.79999999999563,0.25,4/4,x,1,6,0
C♯5,33427.911111111105,34019.555555555555,591.6444444444496,0.75,4/4,x,1,6,0
A5,34019.555555555555,34998.044444444444,978.488888888889,0.25,4/4,x,1,6,0
C♯5,34998.044444444444,35020.8,22.755555555559113,0.75,4/4,x,1,6,0
D4,35020.8,35339.37777777778,318.57777777777665,0.25,4/4,b,1,7,0
C♯5,35339.37777777778,35498.666666666664,159.28888888888469,0.25,4/4,x,1,7,0
B4,35498.666666666664,35726.22222222222,227.55555555555475,0.25,4/4,x,1,7,0
A4,35726.22222222222,35908.26666666667,182.04444444445107,0.25,4/4,x,1,7,0
F♯5,35908.26666666667,36135.822222222225,227.55555555555475,0.25,4/4,x,1,7,0
C♯5,36135.822222222225,36295.11111111111,159.28888888888469,0.25,4/4,x,1,7,0
B4,36295.11111111111,36477.15555555555,182.0444444444438,0.25,4/4,x,1,7,0
A4,36477.15555555555,36704.71111111111,227.55555555555475,0.25,4/4,x,1,7,0
D4,36704.71111111111,36977.777777777774,273.0666666666657,0.25,4/4,b,1,7,0
C♯5,36977.777777777774,37091.55555555556,113.77777777778829,0.25,4/4,x,1,7,0
B4,37091.55555555556,37273.6,182.04444444443652,0.25,4/4,x,1,7,0
A4,37273.6,37455.64444444444,182.0444444444438,0.25,4/4,x,1,7,0
F♯5,37455.64444444444,37751.46666666667,295.8222222222248,0.25,4/4,x,1,7,0
C♯5,37751.46666666667,37774.22222222222,22.755555555551837,0.25,4/4,x,1,7,0
B4,37774.22222222222,37910.75555555555,136.53333333333285,0.25,4/4,x,1,7,0
A4,37910.75555555555,38183.822222222225,273.066666666673,0.25,4/4,x,1,7,0
D♯4,38183.822222222225,38434.13333333334,250.31111111111386,0.25,4/4,b,1,8,0
C♯5,38434.13333333334,38616.177777777775,182.04444444443652,0.25,4/4,x,1,8,0
B4,38616.177777777775,38752.71111111111,136.53333333333285,0.25,4/4,x,1,8,0
A4,38752.71111111111,38957.51111111111,204.8000000000029,0.25,4/4,x,1,8,0
A5,38957.51111111111,39276.08888888889,318.57777777777665,0.25,4/4,x,1,8,0
C♯5,39276.08888888889,39298.84444444444,22.755555555551837,0.25,4/4,x,1,8,0
B4,39298.84444444444,39389.86666666667,91.02222222222917,0.25,4/4,x,1,8,0
A4,39389.86666666667,39685.68888888889,295.8222222222248,0.25,4/4,x,1,8,0
D♯4,39685.68888888889,39890.48888888889,204.79999999999563,0.25,4/4,b,1,8,0
C♯5,39890.48888888889,40049.777777777774,159.28888888888469,0.25,4/4,x,1,8,0
B4,40049.777777777774,40209.066666666666,159.28888888889196,0.25,4/4,x,1,8,0
A4,40209.066666666666,40368.35555555555,159.28888888888469,0.25,4/4,x,1,8,0
A5,40368.35555555555,40641.42222222222,273.066666666673,0.25,4/4,x,1,8,0
